id,title,Recipe_Description,Nutritional_Information_(per_serving),instructions,ingredients,image,total_time_mins,calories,proteins,fats,carbs,ingredients_list,instructions_list,meal_type
1771250519-173,Cheats' pizza calzone,"Warm wholewheat wraps hold a delicious Italian-style vegetable mixture, to give a lighter version of a folded pizza.Prep: 10 mins
Cook: 10 mins
Serves 4","1,013kJ/ 242kcal12.5g protein32.5g carbohydrate, of which 11g sugars7g fat, of which 1g saturates5g fibre0.9g salt","Preheat the grill. Arrange the peppers and mushrooms on a baking sheet and grill them for 4 to 5 minutes, turning once. Add the tomatoes and herbs, then season with black pepper. Keep warm.
  
    
  Information: 
  Add some torn-up basil leaves to the tomato mixture for extra flavour.


  

          
            


  
    Put a tortilla into a dry frying pan and sprinkle a quarter of the cheese over the top. Cook over a medium heat for about 30 to 40 seconds until melted.
  
    
  Information: 
  You could use white flour tortillas, though they won't provide as much fibre as wholewheat ones.


  

          
            


  
    Add a quarter of the vegetable mixture to one side of the tortilla, then fold it in half, over the filling. Cook for a few moments, then slide it onto a warm serving plate. Keep warm.
  

          
            


  
    Repeat with the remaining tortillas. Serve with the salad leaves, grated carrot and celery.
  
    
  Information: 
  For a snack, just make 2 and cut them in half to serve 4 people.","4 soft flour tortillas (wholewheat, if possible)4 tomatoes, chopped80g hard cheese, grated (reduced-fat, if possible)",https://assets.nhs.uk/campaigns-cms-prod/images/2.-Cheats-Pizza-Calzone.width-1534.jpg,20,242kcals,12.5g,7g,32.5g,"['4 soft flour tortillas (wholewheat, if possible)', '4 tomatoes, chopped', '80g hard cheese, grated (reduced-fat, if possible)']","['Preheat the grill. Arrange the peppers and mushrooms on a baking sheet and grill them for 4 to 5 minutes, turning once. Add the tomatoes and herbs, then season with black pepper. Keep warm.', 'Add some torn-up basil leaves to the tomato mixture for extra flavour.', 'Put a tortilla into a dry frying pan and sprinkle a quarter of the cheese over the top. Cook over a medium heat for about 30 to 40 seconds until melted.', ""You could use white flour tortillas, though they won't provide as much fibre as wholewheat ones."", 'Add a quarter of the vegetable mixture to one side of the tortilla, then fold it in half, over the filling. Cook for a few moments, then slide it onto a warm serving plate. Keep warm.', 'Repeat with the remaining tortillas. Serve with the salad leaves, grated carrot and celery.', 'For a snack, just make 2 and cut them in half to serve 4 people.']",Dinner
1771250521-174,Chargrilled pineapple,"These little slices of sunshine are a simple and delicious way to finish any meal – but especially a barbecue!Prep: 5 min
Cook: 5 mins
Serves 4","348kJ / 83kcal3.8g protein12.2g carbohydrate, of which 12.2g sugars1.6g fat, of which 1.2g saturates2.0g fibre0.3g salt","Cut off the top and bottom of the pineapple, then remove the peel. Cut into 4 thick slices, and remove the core of each with a small knife.
  
    
  Information: 
  Fresh pineapple is ideal for this dish but it works with tinned pineapple slices too. Allow 2 slices per person. You can also use ready-prepared fresh pineapple pieces, threaded on skewers.


  

          
            


  
    Barbecue for 2 to 3 minutes on each side.
  
    
  Information: 
  You can cook these in a griddle pan on the hob or under a grill set on a high heat, too.


  

          
            


  
    Serve each slice sprinkled with coconut and with a wedge of lime on the side. Add a spoonful of yoghurt if you like.
  
    
  Information: 
  Try this with other fruits – barbecued mangoes, peaches, strawberries and bananas are all delicious!","1 pineapple (or 1 tin of pineapple slices, in juice)1 lime, cut into wedges4 teaspoons desiccated coconut4 tablespoons zero-fat Greek-style yoghurt (optional)",https://assets.nhs.uk/campaigns-cms-prod/images/Chargrilled-pineapple.width-1534.jpg,5,83kcals,3.8g,1.6g,12.2g,"['1 pineapple (or 1 tin of pineapple slices, in juice)', '1 lime, cut into wedges', '4 teaspoons desiccated coconut', '4 tablespoons zero-fat Greek-style yoghurt (optional)']","['Cut off the top and bottom of the pineapple, then remove the peel. Cut into 4 thick slices, and remove the core of each with a small knife.', 'Fresh pineapple is ideal for this dish but it works with tinned pineapple slices too. Allow 2 slices per person. You can also use ready-prepared fresh pineapple pieces, threaded on skewers.', 'Barbecue for 2 to 3 minutes on each side.', 'You can cook these in a griddle pan on the hob or under a grill set on a high heat, too.', 'Serve each slice sprinkled with coconut and with a wedge of lime on the side. Add a spoonful of yoghurt if you like.', 'Try this with other fruits – barbecued mangoes, peaches, strawberries and bananas are all delicious!']",Dinner
1771250523-175,Carrot and sultana mini pancakes,"Quick to make and delicious to eat!Prep: 10 mins
Cook: 10 mins
Makes 8","384kJ / 91kcal4.1g protein13.6g carbohydrate, of which 5.3g sugars1.9g fat, of which 0.6g saturates1.8g fibre0.2g salt","Put the flour, mixed spice, egg, grated carrot, yoghurt and milk into a large mixing bowl and use a hand whisk or fork to mix together thoroughly.
  
    
  Information: 
  You could use white self-raising flour, but wholemeal has more fibre.


  

          
            


  
    Stir in the sultanas (or raisins).
  

          
            


  
    Heat a non-stick frying pan over a medium heat and add a few drops of oil. Cook tablespoonfuls of the batter in batches, turning them over after 1 to 2 minutes to cook the other side.
  

          
            


  
    Make 8 mini pancakes altogether, adding a further 2 to 3 drops of oil to the frying pan with each batch.
  
    
  Information: 
  Keep in a food bag or airtight tin in a cool place for 2 to 3 days.","100g wholemeal self-raising flour1 teaspoon ground mixed spice1 large egg80g grated carrot4 tablespoons low-fat, lower-sugar plain yoghurt100ml semi-skimmed milk30g sultanas or raisins1 teaspoon vegetable oil",https://assets.nhs.uk/campaigns-cms-prod/images/Carrot-and-sultana-mini-pancakes_tVmBZci.width-1534.jpg,20,91kcals,4.1g,1.9g,13.6g,"['100g wholemeal self-raising flour', '1 teaspoon ground mixed spice', '1 large egg', '80g grated carrot', '4 tablespoons low-fat, lower-sugar plain yoghurt', '100ml semi-skimmed milk', '30g sultanas or raisins', '1 teaspoon vegetable oil']","['Put the flour, mixed spice, egg, grated carrot, yoghurt and milk into a large mixing bowl and use a hand whisk or fork to mix together thoroughly.', 'You could use white self-raising flour, but wholemeal has more fibre.', 'Stir in the sultanas (or raisins).', 'Heat a non-stick frying pan over a medium heat and add a few drops of oil. Cook tablespoonfuls of the batter in batches, turning them over after 1 to 2 minutes to cook the other side.', 'Make 8 mini pancakes altogether, adding a further 2 to 3 drops of oil to the frying pan with each batch.', 'Keep in a food bag or airtight tin in a cool place for 2 to 3 days.']",Dinner
1771250525-176,Carrot and courgette muffins,"These savoury muffins make a tasty snack – ideal for hungry kids just home from school or popped in a packed lunch.Prep: 15 mins
Cook: 30 mins
Serves 8","833kJ / 200kcal5.5g protein16.2g carbohydrate, of which 1.4g sugars12g fat, of which 2.7g saturates2.7g fibre0.6g salt","Preheat the oven to 180C (fan oven 160C, gas mark 4). Line a muffin tin with 8 paper muffin cases or squares of baking paper.
  

          
            


  
    Mix together the cooled lower-fat spread, milk and eggs. Stir in the grated carrot and courgette.
  
    
  Information: 
  The secret to successful muffins is to avoid over-mixing the wet and dry ingredients.


  

          
            


  
    In a separate large mixing bowl, combine the flour, baking powder, dried herbs and porridge oats.
  

          
            


  
    Stir the wet ingredients into the dry ingredients, taking care that you do not over-mix. Spoon into the muffin cases and bake for 25 to 30 minutes, until firm and golden. Cool on a wire rack.
  
    
  Information: 
  Freeze some of the muffins in a freezer bag or box – they will keep for up to 3 months.","125g lower-fat spread, melted and cooled slightly2 tablespoons skimmed milk2 large eggs, beaten100g grated carrot100g grated courgette100g wholemeal self-raising flour1 teaspoon baking powder1 teaspoon mixed dried herbs75g porridge oats",https://assets.nhs.uk/campaigns-cms-prod/images/Carrot_and_courgette_muffins_1.width-1534.png,45,200kcals,5.5g,12g,16.2g,"['125g lower-fat spread, melted and cooled slightly', '2 tablespoons skimmed milk', '2 large eggs, beaten', '100g grated carrot', '100g grated courgette', '100g wholemeal self-raising flour', '1 teaspoon baking powder', '1 teaspoon mixed dried herbs', '75g porridge oats']","['Preheat the oven to 180C (fan oven 160C, gas mark 4). Line a muffin tin with 8 paper muffin cases or squares of baking paper.', 'Mix together the cooled lower-fat spread, milk and eggs. Stir in the grated carrot and courgette.', 'The secret to successful muffins is to avoid over-mixing the wet and dry ingredients.', 'In a separate large mixing bowl, combine the flour, baking powder, dried herbs and porridge oats.', 'Stir the wet ingredients into the dry ingredients, taking care that you do not over-mix. Spoon into the muffin cases and bake for 25 to 30 minutes, until firm and golden. Cool on a wire rack.', 'Freeze some of the muffins in a freezer bag or box – they will keep for up to 3 months.']",Snack
1771250527-177,Caribbean tofu and sweet potato curry with rice and peas,"A tasty vegetarian curry combining classic Caribbean flavours with traditional rice and peas – the peas are actually beans!Prep: 20 mins
Cook: 90 mins
Serves 4","1,848kJ / 440kcal14.9g protein51g carbohydrate, of which 7.2g sugars12.7g fat, of which 3g saturates10.5g fibre0.4g salt","Put the beans in a large pot. Add the onions, fresh thyme, spring onions, chopped garlic, black pepper, all-purpose seasoning, whole scotch bonnet and coconut milk. Cover with 400ml of water, stir and then boil on a medium-low heat for 40 to 50 minutes, until the beans are soft.
  
    
  Information: 
  If you prefer, use cow peas, gungo peas (pigeon peas) or black-eyed beans. You can cut the cooking time by using tinned beans instead of dried – just add all the ingredients, skip the initial boiling and go straight to adding the rice.


  

          
            


  
    Add the washed rice to the beans and mix together. There should be about 2.5cm (1 inch) of water above the rice and beans – add more if needed, then cover the pot and cook on a low heat for 30 minutes or until the rice is tender. While the rice is cooking, start on the curry.
  

          
            


  
    Heat 2 teaspoons of oil in a large non-stick pan or wok. Add the tofu and fry on each side until golden. Once cooked, remove the tofu cubes and drain on a plate lined with a paper towel to soak up any oil.
  

          
            


  
    Heat the remaining teaspoon of oil in the same pan. Add the onions, garlic and pepper, and cook on medium heat for a couple of minutes, then add the turmeric, paprika, curry powder, scotch bonnet, dried thyme, crushed seasoning cube and bay leaf. Stir well to combine, and cook for another minute or 2 before adding the sweet potato and mixing thoroughly.
  

          
            


  
    Add about 500ml of water, then bring to the boil on medium heat. Once boiling, cover and lower the heat to a simmer for 10 to 12 minutes, until the sweet potatoes are soft and the curry has thickened.
  
    
  Information: 
  Squash or pumpkin work well with this recipe in place of the sweet potatoes.


  

          
            


  
    Add the spring onion and tofu cubes to the curry, then bring back to the boil and cook for a further 5 minutes. Once the curry is ready, carefully remove the scotch bonnet from the cooked rice and peas, and fluff the rice with a fork. Serve with a portion of the curry, scattered with the fresh coriander.","125g dried kidney beans, soaked overnight and rinsed 1 medium onion, chopped2 spring onions, cut in half2 sprigs fresh thyme 1 scotch bonnet pepper (optional)1 teaspoon black pepper1 teaspoon all-purpose seasoning1 garlic clove, finely chopped100ml low-fat/light coconut milk125g white rice (long grain or basmati), washed and drained",https://assets.nhs.uk/campaigns-cms-prod/images/4.-Caribbean---Tofu-and-Sweet-potato-curry.width-1534.jpg,110,440kcals,14.9g,12.7g,51g,"['125g dried kidney beans, soaked overnight and rinsed\xa01 medium onion, chopped', '2 spring onions, cut in half', '2 sprigs fresh thyme\xa01 scotch bonnet pepper (optional)', '1 teaspoon black pepper', '1 teaspoon all-purpose seasoning', '1 garlic clove, finely chopped', '100ml low-fat/light\xa0coconut milk', '125g white rice (long grain or basmati), washed and drained']","['Put the beans in a large pot. Add the onions, fresh thyme, spring onions, chopped garlic, black pepper, all-purpose seasoning, whole scotch bonnet and coconut milk. Cover with 400ml of water, stir and then boil on a medium-low heat for 40 to 50 minutes, until the beans are soft.', 'If you prefer, use cow peas, gungo peas (pigeon peas) or black-eyed beans. You can cut the cooking time by using tinned beans instead of dried – just add all the ingredients, skip the initial boiling and go straight to adding the rice.', 'Add the washed rice to the beans and mix together. There should be about 2.5cm (1 inch) of water above the rice and beans – add more if needed, then cover the pot and cook on a low heat for 30 minutes or until the rice is tender. While the rice is cooking, start on the curry.', 'Heat 2 teaspoons of oil in a large non-stick pan or wok. Add the tofu and fry on each side until golden. Once cooked, remove the tofu cubes and drain on a plate lined with a paper towel to soak up any oil.', 'Heat the remaining teaspoon of oil in the same pan. Add the onions, garlic and pepper, and cook on medium heat for a couple of minutes, then add the turmeric, paprika, curry powder, scotch bonnet, dried thyme, crushed seasoning cube and bay leaf. Stir well to combine, and cook for another minute or 2 before adding the sweet potato and mixing thoroughly.', 'Add about 500ml of water, then bring to the boil on medium heat. Once boiling, cover and lower the heat to a simmer for 10 to 12 minutes, until the sweet potatoes are soft and the curry has thickened.', 'Squash or pumpkin work well with this recipe in place of the sweet potatoes.', 'Add the spring onion and tofu cubes to the curry, then bring back to the boil and cook for a further 5 minutes. Once the curry is ready, carefully remove the scotch bonnet from the cooked rice and peas, and fluff the rice with a fork. Serve with a portion of the curry, scattered with the fresh coriander.']",Dinner
1771250529-178,Caribbean chicken salad,"This fruity, colourful rice salad tastes terrific and is packed with good-for-you ingredients.Prep: 15 mins
Cook: 15 mins
Serves 4","1,476kJ / 349 kcals25.5g protein4.8g fat, of which 1.3g saturates49.4g carbohydrate, of which 21.9g sugars3.4g fibre0.2g salt","Cook the rice in a saucepan of gently boiling water for about 15 minutes, until tender. Drain and rinse under cold water to cool quickly, then drain again.
  

          
            


  
    Mix together the rice, pineapple, bananas, grapes, sultanas or raisins and lemon juice.
  

          
            


  
    In a large bowl, mix together the yoghurt and mayonnaise. Add the rice mixture and chicken. Season with pepper and mix well.
  

          
            


  
    Arrange the lettuce on 4 serving plates and share the chicken mixture between them. Serve at once.","150g easy-cook long grain white rice150g pineapple pieces in natural juice, drained2 bananas, sliced100g red or green seedless grapes25g sultanas1 tablespoon lemon juice4 tablespoons low-fat natural yoghurt1 teaspoon reduced-fat mayonnaise250g cooked chicken, chopped1 pinch ground black pepper1 handful lettuce leaves, shredded",https://assets.nhs.uk/campaigns-cms-prod/images/Caribbean_chicken_salad_2mdzueV.width-1534.png,30,349kcals,25.5g,4.8g,49.4g,"['150g easy-cook long grain white rice', '150g pineapple pieces in natural juice, drained', '2 bananas, sliced', '100g red or green seedless grapes', '25g sultanas', '1 tablespoon lemon juice', '4 tablespoons low-fat natural yoghurt', '1 teaspoon reduced-fat mayonnaise', '250g cooked chicken, chopped', '1 pinch ground black pepper', '1 handful lettuce leaves, shredded']","['Cook the rice in a saucepan of gently boiling water for about 15 minutes, until tender. Drain and rinse under cold water to cool quickly, then drain again.', 'Mix together the rice, pineapple, bananas, grapes, sultanas or raisins and lemon juice.', 'In a large bowl, mix together the yoghurt and mayonnaise. Add the rice mixture and chicken. Season with pepper and mix well.', 'Arrange the lettuce on 4 serving plates and share the chicken mixture between them. Serve at once.']",Lunch
1771250531-179,Brilliant beef curry,"This warming, juicy beef curry is easy to make, either on the hob or in a slow cooker if you have one.Prep: 20 mins
Cook: 120 mins
Serves 4","1,607kJ / 384kcal22g protein67g carbohydrate, of which 23g sugars3.5g fat, of which 1g saturates5g fibre0.7g salt","Brown the beef in a large saucepan or flameproof casserole dish over a low heat. Add the onion and cook for 5 minutes, stirring occasionally.
  
    
  Information: 
  For a vegetarian version, use soya chunks instead of beef.


  

          
            


  
    Add the peppers, carrots and garlic. Cook for 5 minutes, stirring often to stop it from sticking, adding a little water if necessary.
  

          
            


  
    Add the curry powder and stir well to mix, then add the tomatoes, mango chutney, 300ml water and the tomato purée. Cover and simmer gently for between 90 minutes and 2 hours, or until the meat is tender, adding more water if necessary.
  
    
  Information: 
  For extra heat, add a generous pinch of dried chilli flakes along with the curry powder.


  

          
            


  
    About 15 minutes before serving, cook the rice according to packet instructions. Serve with the curry.
  
    
  Information: 
  You could make this in a slow cooker, transferring it at step 3 – though you will not need the 300ml water.","240g lean braising steak, cut into chunks2 medium onions, chopped1 pepper (any colour), deseeded and chopped2 carrots, chopped2 garlic cloves, finely chopped2 teaspoons curry powder2 tins chopped tomatoes2 tablespoons mango chutney2 tablespoons tomato purée300ml water200g easy-cook long grain white rice",https://assets.nhs.uk/campaigns-cms-prod/images/Recipes-square-beef-curry.width-1534.jpg,140,384kcals,22g,3.5g,67g,"['240g lean braising steak, cut into chunks', '2 medium onions, chopped', '1 pepper (any colour), deseeded and chopped', '2 carrots, chopped', '2 garlic cloves, finely chopped', '2 teaspoons curry powder', '2 tins chopped tomatoes', '2 tablespoons mango chutney', '2 tablespoons tomato purée', '300ml water', '200g easy-cook long grain white rice']","['Brown the beef in a large saucepan or flameproof casserole dish over a low heat. Add the onion and cook for 5 minutes, stirring occasionally.', 'For a vegetarian version, use soya chunks instead of beef.', 'Add the peppers, carrots and garlic. Cook for 5 minutes, stirring often to stop it from sticking, adding a little water if necessary.', 'Add the curry powder and stir well to mix, then add the tomatoes, mango chutney, 300ml water and the tomato purée. Cover and simmer gently for between 90 minutes and 2 hours, or until the meat is tender, adding more water if necessary.', 'For extra heat, add a generous pinch of dried chilli flakes along with the curry powder.', 'About 15 minutes before serving, cook the rice according to packet instructions. Serve with the curry.', 'You could make this in a slow cooker, transferring it at step 3 – though you will not need the 300ml water.']",Dinner
1771250533-180,Breakfast fruit salad,"This refreshing brekky is the perfect way to kick-start your 5 A Day.Prep: 10 mins
Serves 4","490 kJ / 117kcal6g protein23g carbohydrate, of which 22g sugars1g fat, of which 0.5g saturates1g fibre0.2g salt","Mix together the sliced kiwi fruit, grapes and melon in a large bowl.
  
    
  Information: 
  Remember, if you choose canned fruit, make sure that it's in natural fruit juice, not syrup.


  

          
            


  
    In a separate bow, mix together the low-fat yoghurt and ginger (if using).
  

          
            


  
    Share the fruit between 4 serving bowls and spoon the yoghurt mixture on top.
  
    
  Information: 
  You can use pretty much any fruit you like for this recipe. Here are some tasty combinations to try:oranges, raspberries and blueberriesapple, mango and pomegranate seedspears, blackberries, and sliced peach or nectarine","4 kiwis, peeled and sliced200g red or green (or both!) seedless grapes, halvedhalf a melon (cantaloupe or galia), deseeded and chopped8 tablespoons low-fat natural yoghurt1 pinch of ground ginger (optional)",https://assets.nhs.uk/campaigns-cms-prod/images/A_freshnfruity_start_xOzdcM7.width-1534.png,10,117kcals,6g,1g,23g,"['4 kiwis, peeled and sliced', '200g red or green (or both!) seedless grapes, halvedhalf a melon (cantaloupe or galia), deseeded and chopped', '8 tablespoons low-fat natural yoghurt', '1 pinch of ground ginger (optional)']","['Mix together the sliced kiwi fruit, grapes and melon in a large bowl.', ""Remember, if you choose canned fruit, make sure that it's in natural fruit juice, not syrup."", 'In a separate bow, mix together the low-fat yoghurt and ginger (if using).', 'Share the fruit between 4 serving bowls and spoon the yoghurt mixture on top.', 'You can use pretty much any fruit you like for this recipe. Here are some tasty combinations to try:oranges, raspberries and blueberriesapple, mango and pomegranate seedspears, blackberries, and sliced peach or nectarine']",Breakfast
1771250536-181,Breakfast burritos,"Wholewheat soft tortillas are topped with tomato and pepper omelettes, then rolled up. Perfect for a tasty breakfast – or wrapped up for a packed lunch.Prep: 10 mins
Cook: 10 mins
Serves 4",958kJ / 229kcal15g protein17g carbohydrate of which 5g sugars12g fat of which 4g saturates1.5g fibre0.6g salt,"Lay out the tortillas on a work surface. Preheat the grill.
  
    
  Information: 
  You could use plain tortillas, though the wholewheat ones have a higher fibre content.


  

          
            


  
    Beat the eggs and milk together in a bowl. In another bowl, mix together the tomatoes, spring onions and pepper, seasoning with black pepper.
  

          
            


  
    Heat half a teaspoon of vegetable oil in a non-stick frying pan and pour in a quarter of the beaten egg mixture. Cook on the hob over a medium heat for a few moments to set the base.
  

          
            


  
    Layer 1 tortilla with the cooked egg, a quarter of the tomato mixture and 10g of cheese. Grill to further set the egg and melt the cheese.
  

          
            


  
    Roll up the tortilla and slice in half, or wrap in foil to serve later. Repeat to make the other 3 tortillas.
  
    
  Information: 
  To make the burritos more filling, try adding 100g drained mixed beans to the tomato mixture – you will be adding extra fibre too!","4 soft wholewheat flour tortillas6 eggs4 tablespoons 1%-fat milk2 tomatoes, finely chopped2 spring onions, finely chopped1 pepper, any colour, deseeded and finely chopped2 teaspoons vegetable oil40g reduced-fat hard cheese, grated1 pinch ground black pepper",https://assets.nhs.uk/campaigns-cms-prod/images/Breakfast-burritos_CRIO3JA.width-1534.jpg,20,229kcals,15g,12g,17g,"['4 soft wholewheat flour tortillas', '6 eggs', '4 tablespoons 1%-fat milk', '2 tomatoes, finely chopped', '2 spring onions, finely chopped', '1 pepper, any colour, deseeded and finely chopped', '2 teaspoons vegetable oil', '40g reduced-fat hard cheese, grated', '1 pinch ground black pepper']","['Lay out the tortillas on a work surface. Preheat the grill.', 'You could use plain tortillas, though the wholewheat ones have a higher fibre content.', 'Beat the eggs and milk together in a bowl. In another bowl, mix together the tomatoes, spring onions and pepper, seasoning with black pepper.', 'Heat half a teaspoon of vegetable oil in a non-stick frying pan and pour in a quarter of the beaten egg mixture. Cook on the hob over a medium heat for a few moments to set the base.', 'Layer 1 tortilla with the cooked egg, a quarter of the tomato mixture and 10g of cheese. Grill to further set the egg and melt the cheese.', 'Roll up the tortilla and slice in half, or wrap in foil to serve later. Repeat to make the other 3 tortillas.', 'To make the burritos more filling, try adding 100g drained mixed beans to the tomato mixture – you will be adding extra fibre too!']",Breakfast
1771250538-182,Brainy beans on toast,"A little clever thinking adds more veg to the beans to make the meal a little smarter – and tastier!Prep: 10 mins
Cook: 10 mins
Serves 4","1,037kJ / 247kcal12g protein5g fat, of which 1.1g saturates33.1g carbohydrate, of which 7.9g sugars10.9g dietary fibre1g salt","Put the pepper and spring onions into a large saucepan with 3 tablespoons of water. Cook for 2 to 3 minutes over a low heat, until the water has evaporated.
  

          
            


  
    Add the beans, mushrooms and cherry tomatoes to the saucepan. Heat gently for 5 to 6 minutes, stirring often, until the beans are piping hot.
  
    
  Information: 
  If you don't have any spring onions, you can always use finely chopped onion.


  

          
            


  
    Meanwhile, toast the bread, then spread each piece with the lower-fat spread. Pile the beans on to the toast and serve, sprinkled with black pepper.","1 red pepper, deseeded and finely chopped4 spring onions, finely chopped1 tin (420g) reduced-salt and reduced-sugar baked beans150g mushrooms, sliced16 cherry tomatoes, halved4 medium slices wholemeal bread4 teaspoons lower-fat spreadfreshly ground black pepper",https://assets.nhs.uk/campaigns-cms-prod/images/Smart-beans-on-toast_XEBKC9m.width-1534.jpg,20,247kcals,12g,5g,33.1g,"['1 red pepper, deseeded and finely chopped', '4 spring onions, finely chopped', '1 tin (420g) reduced-salt and reduced-sugar baked beans', '150g mushrooms, sliced', '16 cherry tomatoes, halved', '4 medium slices wholemeal bread', '4 teaspoons lower-fat spreadfreshly ground black pepper']","['Put the pepper and spring onions into a large saucepan with 3 tablespoons of water. Cook for 2 to 3 minutes over a low heat, until the water has evaporated.', 'Add the beans, mushrooms and cherry tomatoes to the saucepan. Heat gently for 5 to 6 minutes, stirring often, until the beans are piping hot.', ""If you don't have any spring onions, you can always use finely chopped onion."", 'Meanwhile, toast the bread, then spread each piece with the lower-fat spread. Pile the beans on to the toast and serve, sprinkled with black pepper.']",Breakfast
1771250540-183,Blueberry and banana smoothie,"Make a delicious smoothie with fresh or frozen blueberries blended with bananas and semi-skimmed milk.Prep: 5 mins
Serves 4","429kJ / 102kcal5.3g protein2.6g fat, of which 1.3g saturates16g carbohydrate, of which 15g sugars0.6g fibre0.1g salt","Tip the blueberries into a blender and slice in the bananas.
  

          
            


  
    Add the milk and vanilla extract. Whizz together for a few seconds until smooth and blended, then pour into 4 glasses. Serve at once.
  
    
  Information: 
  Don't worry if you don't have vanilla extract – the smoothie is just as tasty without!",75g blueberries (fresh or frozen)2 small ripe bananas400ml semi-skimmed milk0.5 teaspoon vanilla extract,https://assets.nhs.uk/campaigns-cms-prod/images/Blueberry-and-banana-smoothie_hkoFpmj.width-1534.jpg,5,102kcals,5.3g,2.6g,16g,"['75g blueberries (fresh or frozen)', '2 small ripe bananas', '400ml semi-skimmed milk', '0.5 teaspoon vanilla extract']","['Tip the blueberries into a blender and slice in the bananas.', 'Add the milk and vanilla extract. Whizz together for a few seconds until smooth and blended, then pour into 4 glasses. Serve at once.', ""Don't worry if you don't have vanilla extract – the smoothie is just as tasty without!""]",Snack
1771250542-184,Blueberry and banana muffins,"These healthy, fruit-packed snack-sized muffins cut right down on the fat and sugar you get in shop-bought versions.Prep: 10 mins
Cook: 25 mins
Makes 8 muffins","950kJ /227kcal5.5g protein9g fat, of which 2.5g saturates31g carbohydrate, of which 14.5g sugars1.5g fibre0.4g salt","Preheat the oven to 180C (fan 160C, gas mark 4). Line a muffin tin with 8 paper muffin cases or squares of baking paper.
  

          
            


  
    Mix together the cooled low-fat spread, milk, vanilla extract, mashed banana, apple purée and eggs in a bowl.
  
    
  Information: 
  To make your own apple purée, simmer a chopped cooking apple in a little water for 5 to 6 minutes until tender. Then simply drain, mash and leave to cool.


  

          
            


  
    In a separate large mixing bowl, combine the flour, mixed spice, sugar, blueberries and porridge oats.
  

          
            


  
    Slowly tip the wet ingredients into the bowl of dry ones, gently mixing as you go, until combined.
  
    
  Information: 
  The secret of successful muffins is to avoid over-mixing the wet and dry ingredients.


  

          
            


  
    Divide the mixture evenly between the muffin cases, then bake for 25 to 30 minutes, until firm and golden. Remove from the oven and leave to cool on a wire rack.
  
    
  Information: 
  Next time, try dried cranberries instead of blueberries.","125g lower-fat spread, melted and cooled slightly2 tablespoons semi-skimmed milk1 teaspoon vanilla extract2 eggs, beaten1 ripe banana, mashed50g unsweetened apple purée100g self-raising flour1 teaspoon ground mixed spice50g soft brown or light muscovado sugar75g dried blueberries75g porridge oats",https://assets.nhs.uk/campaigns-cms-prod/images/Blueberry__banana_muffins.width-1534.png,35,227kcals,5.5g,9g,31g,"['125g lower-fat spread, melted and cooled slightly', '2 tablespoons semi-skimmed milk', '1 teaspoon vanilla extract', '2 eggs, beaten', '1 ripe banana, mashed', '50g unsweetened apple purée', '100g self-raising flour', '1 teaspoon ground mixed spice', '50g soft brown or light muscovado sugar', '75g dried blueberries', '75g porridge oats']","['Preheat the oven to 180C (fan 160C, gas mark 4). Line a muffin tin with 8 paper muffin cases or squares of baking paper.', 'Mix together the cooled low-fat spread, milk, vanilla extract, mashed banana, apple purée and eggs in a bowl.', 'To make your own apple purée, simmer a chopped cooking apple in a little water for 5 to 6 minutes until tender. Then simply drain, mash and leave to cool.', 'In a separate large mixing bowl, combine the flour, mixed spice, sugar, blueberries and porridge oats.', 'Slowly tip the wet ingredients into the bowl of dry ones, gently mixing as you go, until combined.', 'The secret of successful muffins is to avoid over-mixing the wet and dry ingredients.', 'Divide the mixture evenly between the muffin cases, then bake for 25 to 30 minutes, until firm and golden. Remove from the oven and leave to cool on a wire rack.', 'Next time, try dried cranberries instead of blueberries.']",Snack
